index,value
0,-3.7637964345791257
1,13.521429192297486
2,6.959818254342153
3,2.959754525911098
4,-10.319440786726904
5,-10.32016438991392
6,-13.257491634954016
7,10.985284373248057
8,3.0334503522962635
9,6.242177333881365
10,-14.382465171125926
11,14.09729556485983
12,9.973279224012654
13,-8.629826679651716
14,-9.545250983786982
15,-9.497864704396985
16,-5.872732711213867
17,0.7426929489671359
18,-2.0416494407365278
19,-6.263125794058743
20,3.3555868416713857
21,-10.815184180438745
22,-6.235660543943455
23,-4.00914470118925
24,-1.3179004734889226
25,8.555278841790408
26,-9.009786535249209
27,0.4270331524083488
28,2.7724370658612756
29,-13.606487618400068
30,3.2263455570431496
31,-9.884276289381255
32,-13.048452210441614
33,13.466566117599996
34,13.96896099223678
35,9.251920443493834
36,-5.86158692479888
37,-12.069836579808484
38,5.526990795364707
39,-1.7954251878119614
40,-11.338852954656636
41,-0.14469269666189533
42,-13.968344366543448
43,12.279612062363462
44,-7.2366005519994925
45,4.8756685306194605
46,-5.648667717317672
47,0.6020406353343244
48,1.4013083802983886
49,-9.454366334234189
50,14.087538832936758
51,8.253984700833435
52,13.184968246925674
53,11.844820512829465
54,2.9369993643325536
55,12.656227050693506
56,-12.345224938442415
57,-9.120514127425643
58,-13.643181332683858
59,-5.240090077102069
60,-3.339681309315539
61,-6.859529046783123
62,9.86212527455788
63,-4.297400199192321
64,-6.571964709378577
65,1.2808824947474555
66,-10.77227325075712
67,9.06590942262119
68,-12.763480689606876
69,14.60660809801552
70,8.167343078899723
71,-9.038529553974827
72,-14.834336486291928
73,9.463842853645026
74,6.205720315428515
75,6.870215041229621
76,8.138110400578373
77,-12.77866044797729
78,-4.246028143671822
79,-11.523928214246109
80,10.893102776267806
81,3.6989438048267367
82,-5.073059254420524
83,-13.093249491419291
84,-5.670530348530134
85,-5.2445003391975895
86,6.888185350141921
87,4.126724140656393
88,11.616382277289794
89,-0.8335522451415205
90,-11.41217262185095
91,6.397343616689849
92,7.823551458506923
93,1.8383159270848886
94,8.129015398636831
95,-0.1861321090682786
96,0.6819848814598224
97,-2.173769449243512
98,-14.237426197677145
99,-11.763257190200866
100,-14.057124429397973
101,4.0923123379134125
102,-5.5693205677102
103,0.2571207349410827
104,12.226994217782792
105,-7.521233125533752
106,-2.6885123089311076
107,7.666534156291462
108,-8.136055035251326
109,-12.690602705136211
110,-6.3074564125869585
111,-10.163361382379868
112,12.89092957027719
113,9.243611386932507
114,4.002112695312704
115,11.14381770563153
116,9.110162306973432
117,-9.402898233418924
118,11.776769954699333
119,1.18026725746952
120,9.223204654921876
121,11.882738997704799
122,-5.459895750844083
123,-11.698442264169698
124,-8.161945123741749
125,-2.1867663412123104
126,9.540442977674793
127,10.821917497690304
128,-14.791436084064278
129,0.3224190773269715
130,-2.4776699055366294
131,-8.336765685878092
132,-11.404038979989515
133,-4.871544857891161
134,13.287291117375574
135,-5.303912039377343
136,0.5637186523009827
137,6.090568766855334
138,-4.0911119286211814
139,14.153462481628821
140,13.873418848263338
141,-7.446531125239075
142,-0.08254482322843693
143,-5.97365070549691
144,-6.454785168675972
145,-13.893391579364016
146,3.2869300193969053
147,0.0803706968658453
148,-13.45563746250032
149,-6.640606072901656
150,12.247976578999612
151,-7.813143279990827
152,-10.653153837263307
153,-0.3164171916731089
154,14.56951362331802
155,-7.738341854654988
156,5.164066422176358
157,7.848588459861528
158,-7.87087368022801
159,6.846490458355788
160,-3.966506018422404
161,3.9691749178073827
162,4.005891322826841
163,1.073240522242756
164,-12.29130689836775
165,10.05907486767714
166,-5.3765980508479245
167,-9.404444688004373
168,-13.776745753357083
169,2.7267882956472533
170,5.326930855268472
171,-14.502365132164316
172,0.36279174897842914
173,-8.205126744061861
174,4.355183712283495
175,-9.769007129850257
176,5.728132143073978
177,-3.3979396109838778
178,13.101899662102035
179,-10.874371675620203
180,-4.768009468492245
181,-11.595794362782328
182,12.740808548356885
183,11.320180601429431
184,-7.261751168545332
185,4.799521381025372
186,9.516666006036473
