index,value
8,-8.226547670091307
9,-1.516965825844558
10,-7.190673765556794
18,1.4891040846212036
20,11.219862736716085
31,0.4386806894283115
33,-2.5396351279556253
49,2.8076343481736075
51,-0.4939942537322679
53,-3.839390779308543
54,5.1973269216947955
57,-1.9565655360309133
58,12.838485094334867
63,13.002651635242785
83,-4.734098847230879
86,1.117731722906349
99,-12.237743683907315
100,1.657896411831711
102,-7.384515295238062
109,-14.575966207762995
119,8.82230403003457
126,-2.761766297216436
128,-2.9067712510945825
135,12.347606347529045
141,-1.1831282392437696
146,-0.959790768576644
152,-11.025209551503874
175,11.27388936055015
176,-3.3146992964319058
182,10.075946864231362
184,3.0015506775172582
188,-8.017380675994147
206,-8.653751956913109
208,6.767438478459297
221,-4.677239743433967
222,-1.2661864183432954
234,-12.941361392116466
239,-0.8146388695612874
242,5.424533870320715
254,3.2088912913094454
262,6.90013533172397
271,1.4064323389696334
272,6.7031429227564665
277,0.41182250168986734
282,12.5444886118023
284,14.346728476257756
293,-9.96317428922831
297,6.2086009360494145
304,0.8789337531738148
328,-8.304887554932067
340,-11.348426546049353
347,-4.939085609436326
350,-12.164205056072648
357,-11.350337957402402
361,1.5270440474018159
377,-5.3999377875455465
378,14.370185150905087
386,13.23906230166451
395,-6.890497964617438
396,-11.513265767018108
400,-8.891198139569596
408,-13.279557328524064
416,-5.6729727840706445
417,8.505368416801236
418,13.911285489530076
421,-11.157795038487802
423,-4.023949510753287
432,-8.636464351440868
440,-9.471624358846686
441,-0.9603745981536598
448,-11.628071657643071
452,6.833357575116985
453,3.9241046570803206
458,-10.083257872596118
466,-4.585324786221738
470,0.8660184536446529
477,-14.766440246341467
483,-12.447720334967263
486,14.337569637010887
495,3.8316230079584948
508,10.17537148515488
509,10.367792154728129
519,-12.120026067527784
520,11.887028395193951
539,-9.746530736554517
540,5.648976620529822
542,-6.458264202816036
547,-4.581359173393896
559,13.73008504155706
560,7.363417640742867
575,-11.122725570809227
584,5.086319467490913
599,-6.2179408248530095
616,2.620044899138964
619,-13.835472680623983
626,-2.271376083012921
627,6.840812325383705
628,-8.35986814613033
654,-13.946389688266944
655,-2.0941038369446385
662,-11.042115021381326
665,-13.299722207906433
673,-7.660434711159941
675,3.394292131899043
682,-8.967075247647404
689,11.536119640534857
699,-14.388285950990253
701,9.225611077816357
703,-5.899285326318422
707,12.629461994706574
712,9.647402878959891
718,-13.35515857463106
734,9.85646636687305
735,-0.04084051043398418
741,-8.795199230020035
742,-3.968418540151866
745,3.3542795718280622
752,4.947334025476167
759,7.668340196535446
761,-9.061121558114785
781,-3.552264966381287
789,4.124102237474098
801,13.749693347118104
808,7.239985151306119
824,11.227412257346508
829,-2.5153867079493413
832,8.665331476137315
841,4.011302664206475
847,-12.319195250832013
853,-11.288346095802755
873,-13.34688483433175
879,-7.082068341508582
884,5.076626134291466
887,3.93906934554429
897,-9.380623628025504
903,1.2676926710098861
907,5.094660425180404
915,-10.022888357538603
917,5.987399222988124
928,3.5556203668885864
933,6.4643123350171265
943,9.66200647473736
944,14.807435912137247
956,-1.7019632833343472
959,-7.912263253534433
973,8.837251483828378
974,-11.18925434105639
983,-0.15656251904395724
984,9.10234657253908
995,5.956042413964539
